Age,Time_of_Day,AQI,AQI_Category,Temperature,Precipitation,Suggested_Activity,Activity_Suggestion
14,12,181,Unhealthy,33.8,4.66,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
96,20,30,Good,78.8,1.73,Stargazing,"The air is clear, perfect for stargazing."
43,21,368,Hazardous,68.0,12.65,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,14,271,Very Unhealthy,30.2,14.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
43,13,90,Moderate,60.8,4.71,Have a picnic,The weather is great for an outdoor picnic.
15,13,51,Moderate,57.2,1.66,Have a picnic,The weather is great for an outdoor picnic.
57,12,83,Moderate,64.4,0.44,Have a picnic,The weather is great for an outdoor picnic.
23,18,16,Good,50.0,1.15,Go for a jog,The weather is perfect for a run or jog.
63,21,96,Moderate,59.0,4.02,Stargazing,"The air is clear, perfect for stargazing."
73,21,43,Good,64.4,2.27,Stargazing,"The air is clear, perfect for stargazing."
85,2,111,Unhealthy for Sensitive Groups,64.4,12.97,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
80,17,48,Good,60.8,1.21,Take a walk,Enjoy a peaceful walk in the park.
5,10,81,Moderate,78.8,2.7,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
42,14,37,Good,59.0,0.01,Have a picnic,The weather is great for an outdoor picnic.
23,9,15,Good,77.0,4.27,Go for a jog,The weather is perfect for a run or jog.
98,17,82,Moderate,64.4,2.07,Take a walk,Enjoy a peaceful walk in the park.
75,20,12,Good,69.8,2.06,Stargazing,"The air is clear, perfect for stargazing."
94,10,10,Good,69.8,0.19,Take a walk,Enjoy a peaceful walk in the park.
88,12,75,Moderate,69.8,0.36,Have a picnic,The weather is great for an outdoor picnic.
26,14,80,Moderate,55.4,2.27,Have a picnic,The weather is great for an outdoor picnic.
7,20,99,Moderate,41.0,13.39,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
50,0,477,Hazardous,23.0,14.11,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
89,10,247,Very Unhealthy,15.8,2.32,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,16,13,Good,53.6,4.24,Take a walk,Enjoy a peaceful walk in the park.
24,16,61,Moderate,53.6,1.94,Go for a jog,The weather is perfect for a run or jog.
46,13,68,Moderate,57.2,4.94,Have a picnic,The weather is great for an outdoor picnic.
55,9,47,Good,51.8,0.84,Go for a jog,The weather is perfect for a run or jog.
98,5,67,Moderate,44.6,4.51,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
37,19,180,Unhealthy,68.0,0.36,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
66,7,78,Moderate,73.4,12.27,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
71,0,306,Hazardous,96.8,6.53,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
83,16,23,Good,69.8,0.97,Take a walk,Enjoy a peaceful walk in the park.
39,9,22,Good,77.0,2.38,Go for a jog,The weather is perfect for a run or jog.
71,14,6,Good,60.8,0.41,Have a picnic,The weather is great for an outdoor picnic.
83,22,481,Hazardous,60.8,11.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,20,59,Moderate,57.2,3.33,Stargazing,"The air is clear, perfect for stargazing."
51,16,14,Good,62.6,4.53,Go for a jog,The weather is perfect for a run or jog.
76,18,154,Unhealthy,26.6,18.1,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
31,6,246,Very Unhealthy,78.8,1.36,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
59,6,475,Hazardous,23.0,9.94,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
91,12,40,Good,15.8,5.8,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,13,24,Good,84.2,3.39,Have a picnic,The weather is great for an outdoor picnic.
94,16,82,Moderate,57.2,3.7,Take a walk,Enjoy a peaceful walk in the park.
22,12,24,Good,59.0,1.26,Have a picnic,The weather is great for an outdoor picnic.
82,18,370,Hazardous,78.8,2.08,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
67,8,92,Moderate,68.0,2.4,Take a walk,Enjoy a peaceful walk in the park.
7,10,48,Good,73.4,2.04,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
82,16,91,Moderate,62.6,1.24,Take a walk,Enjoy a peaceful walk in the park.
34,8,34,Good,51.8,4.89,Go for a jog,The weather is perfect for a run or jog.
27,0,499,Hazardous,96.8,6.1,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,14,17,Good,84.2,1.56,Have a picnic,The weather is great for an outdoor picnic.
88,18,151,Unhealthy,98.6,8.66,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,19,342,Hazardous,59.0,13.25,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,16,435,Hazardous,62.6,15.44,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
17,13,428,Hazardous,19.4,3.88,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
43,9,14,Good,78.8,3.12,Go for a jog,The weather is perfect for a run or jog.
16,11,417,Hazardous,77.0,16.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
77,12,236,Very Unhealthy,69.8,0.95,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
82,13,11,Good,57.2,2.86,Have a picnic,The weather is great for an outdoor picnic.
24,14,327,Hazardous,33.8,1.54,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,23,140,Unhealthy for Sensitive Groups,96.8,5.68,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
78,21,78,Moderate,59.0,4.39,Stargazing,"The air is clear, perfect for stargazing."
37,21,5,Good,69.8,2.04,Stargazing,"The air is clear, perfect for stargazing."
28,14,89,Moderate,66.2,4.89,Have a picnic,The weather is great for an outdoor picnic.
95,13,3,Good,57.2,1.59,Have a picnic,The weather is great for an outdoor picnic.
77,19,20,Good,59.0,2.53,Stargazing,"The air is clear, perfect for stargazing."
37,18,405,Hazardous,35.6,8.7,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,9,383,Hazardous,66.2,14.02,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
46,20,198,Unhealthy,55.4,4.7,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
75,19,51,Moderate,78.8,4.96,Stargazing,"The air is clear, perfect for stargazing."
79,21,80,Moderate,84.2,3.39,Stargazing,"The air is clear, perfect for stargazing."
35,22,347,Hazardous,78.8,6.04,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,9,27,Good,71.6,2.47,Go for a jog,The weather is perfect for a run or jog.
87,23,459,Hazardous,71.6,15.19,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
91,10,19,Good,68.0,3.5,Take a walk,Enjoy a peaceful walk in the park.
99,19,75,Moderate,78.8,3.95,Stargazing,"The air is clear, perfect for stargazing."
24,18,469,Hazardous,35.6,6.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,17,10,Good,78.8,4.97,Go for a jog,The weather is perfect for a run or jog.
52,20,24,Good,71.6,4.27,Stargazing,"The air is clear, perfect for stargazing."
24,20,29,Good,51.8,1.06,Stargazing,"The air is clear, perfect for stargazing."
88,0,270,Very Unhealthy,77.0,16.95,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
14,9,98,Moderate,66.2,3.06,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
90,10,452,Hazardous,17.6,11.18,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
11,12,70,Moderate,53.6,1.39,Have a picnic,The weather is great for an outdoor picnic.
34,18,439,Hazardous,87.8,7.51,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
22,18,35,Good,62.6,1.15,Go for a jog,The weather is perfect for a run or jog.
27,12,5,Good,73.4,3.24,Have a picnic,The weather is great for an outdoor picnic.
29,20,64,Moderate,57.2,3.37,Stargazing,"The air is clear, perfect for stargazing."
35,13,29,Good,64.4,0.62,Have a picnic,The weather is great for an outdoor picnic.
22,17,70,Moderate,64.4,0.62,Go for a jog,The weather is perfect for a run or jog.
21,11,142,Unhealthy for Sensitive Groups,37.4,12.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
31,16,49,Good,60.8,4.86,Go for a jog,The weather is perfect for a run or jog.
50,21,362,Hazardous,28.4,15.14,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
84,9,79,Moderate,69.8,2.94,Take a walk,Enjoy a peaceful walk in the park.
90,22,31,Good,80.6,16.78,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
86,21,27,Good,59.0,0.81,Stargazing,"The air is clear, perfect for stargazing."
29,16,54,Moderate,50.0,0.96,Go for a jog,The weather is perfect for a run or jog.
22,17,49,Good,71.6,0.11,Go for a jog,The weather is perfect for a run or jog.
50,20,70,Moderate,69.8,3.61,Stargazing,"The air is clear, perfect for stargazing."
74,18,14,Good,66.2,2.68,Take a walk,Enjoy a peaceful walk in the park.
88,8,28,Good,59.0,2.57,Take a walk,Enjoy a peaceful walk in the park.
63,16,462,Hazardous,14.0,1.42,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,17,1,Good,64.4,1.32,Take a walk,Enjoy a peaceful walk in the park.
67,13,284,Very Unhealthy,46.4,7.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
50,20,9,Good,75.2,1.7,Stargazing,"The air is clear, perfect for stargazing."
95,13,200,Unhealthy,59.0,5.98,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
47,14,84,Moderate,73.4,0.21,Have a picnic,The weather is great for an outdoor picnic.
32,21,82,Moderate,80.6,4.32,Stargazing,"The air is clear, perfect for stargazing."
88,16,98,Moderate,60.8,0.88,Take a walk,Enjoy a peaceful walk in the park.
98,9,238,Very Unhealthy,78.8,13.44,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
62,12,29,Good,64.4,0.7,Have a picnic,The weather is great for an outdoor picnic.
59,0,86,Moderate,100.4,18.05,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
99,22,342,Hazardous,53.6,7.27,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
83,17,98,Moderate,68.0,0.11,Take a walk,Enjoy a peaceful walk in the park.
90,10,16,Good,55.4,3.03,Take a walk,Enjoy a peaceful walk in the park.
77,10,56,Moderate,19.4,7.56,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
23,14,321,Hazardous,24.8,19.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
17,10,99,Moderate,60.8,4.54,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
49,20,16,Good,78.8,0.12,Stargazing,"The air is clear, perfect for stargazing."
61,17,482,Hazardous,98.6,2.19,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,7,99,Moderate,32.0,10.66,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
42,12,18,Good,84.2,2.24,Have a picnic,The weather is great for an outdoor picnic.
14,14,24,Good,69.8,0.21,Have a picnic,The weather is great for an outdoor picnic.
16,17,374,Hazardous,86.0,3.56,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
28,13,64,Moderate,75.2,1.36,Have a picnic,The weather is great for an outdoor picnic.
66,13,63,Moderate,62.6,0.67,Have a picnic,The weather is great for an outdoor picnic.
93,13,70,Moderate,42.8,12.39,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,10,0,Good,55.4,4.22,Go for a jog,The weather is perfect for a run or jog.
94,8,14,Good,51.8,4.99,Take a walk,Enjoy a peaceful walk in the park.
50,19,58,Moderate,82.4,2.73,Stargazing,"The air is clear, perfect for stargazing."
44,18,444,Hazardous,102.2,0.04,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
29,23,349,Hazardous,66.2,2.4,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
20,17,0,Good,55.4,0.59,Go for a jog,The weather is perfect for a run or jog.
73,19,8,Good,71.6,0.25,Stargazing,"The air is clear, perfect for stargazing."
85,14,54,Moderate,50.0,0.96,Have a picnic,The weather is great for an outdoor picnic.
16,9,51,Moderate,69.8,4.57,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
79,13,98,Moderate,78.8,2.85,Have a picnic,The weather is great for an outdoor picnic.
78,13,46,Good,66.2,4.13,Have a picnic,The weather is great for an outdoor picnic.
97,22,16,Good,24.8,2.95,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
17,17,112,Unhealthy for Sensitive Groups,69.8,5.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
83,13,20,Good,78.8,4.0,Have a picnic,The weather is great for an outdoor picnic.
32,13,45,Good,82.4,0.5,Have a picnic,The weather is great for an outdoor picnic.
92,9,50,Good,64.4,3.14,Take a walk,Enjoy a peaceful walk in the park.
84,9,213,Very Unhealthy,86.0,16.76,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
56,20,64,Moderate,68.0,4.64,Stargazing,"The air is clear, perfect for stargazing."
62,12,72,Moderate,60.8,4.14,Have a picnic,The weather is great for an outdoor picnic.
91,8,8,Good,69.8,0.58,Take a walk,Enjoy a peaceful walk in the park.
38,13,9,Good,60.8,4.62,Have a picnic,The weather is great for an outdoor picnic.
14,8,324,Hazardous,24.8,19.8,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
63,20,2,Good,55.4,4.55,Stargazing,"The air is clear, perfect for stargazing."
12,9,94,Moderate,69.8,2.41,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
35,13,202,Very Unhealthy,44.6,19.54,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
27,9,4,Good,69.8,0.5,Go for a jog,The weather is perfect for a run or jog.
18,19,59,Moderate,60.8,0.77,Stargazing,"The air is clear, perfect for stargazing."
63,16,58,Moderate,50.0,0.7,Take a walk,Enjoy a peaceful walk in the park.
20,5,65,Moderate,96.8,14.37,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
85,18,69,Moderate,77.0,1.15,Take a walk,Enjoy a peaceful walk in the park.
45,4,344,Hazardous,15.8,0.29,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
76,3,399,Hazardous,59.0,16.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,14,77,Moderate,57.2,1.17,Have a picnic,The weather is great for an outdoor picnic.
10,17,43,Good,59.0,1.97,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
25,8,11,Good,84.2,2.57,Go for a jog,The weather is perfect for a run or jog.
66,4,253,Very Unhealthy,39.2,9.07,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
76,9,11,Good,51.8,3.6,Take a walk,Enjoy a peaceful walk in the park.
91,21,28,Good,64.4,4.72,Stargazing,"The air is clear, perfect for stargazing."
33,13,97,Moderate,73.4,2.0,Have a picnic,The weather is great for an outdoor picnic.
23,14,356,Hazardous,57.2,15.36,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
44,12,70,Moderate,57.2,4.58,Have a picnic,The weather is great for an outdoor picnic.
35,15,70,Moderate,33.8,17.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
34,12,77,Moderate,59.0,4.88,Have a picnic,The weather is great for an outdoor picnic.
12,10,152,Unhealthy,87.8,14.59,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
67,23,379,Hazardous,32.0,19.66,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
46,12,81,Moderate,64.4,1.55,Have a picnic,The weather is great for an outdoor picnic.
74,14,362,Hazardous,59.0,9.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
93,9,445,Hazardous,60.8,1.86,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
19,17,11,Good,75.2,4.59,Go for a jog,The weather is perfect for a run or jog.
20,12,33,Good,75.2,4.55,Have a picnic,The weather is great for an outdoor picnic.
29,16,185,Unhealthy,89.6,6.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
91,10,40,Good,75.2,2.84,Take a walk,Enjoy a peaceful walk in the park.
89,17,13,Good,71.6,3.76,Take a walk,Enjoy a peaceful walk in the park.
73,16,24,Good,68.0,2.15,Take a walk,Enjoy a peaceful walk in the park.
66,13,183,Unhealthy,77.0,14.85,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
94,14,16,Good,68.0,2.03,Have a picnic,The weather is great for an outdoor picnic.
18,4,378,Hazardous,17.6,10.1,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
38,21,17,Good,53.6,0.48,Stargazing,"The air is clear, perfect for stargazing."
16,21,89,Moderate,80.6,2.31,Stargazing,"The air is clear, perfect for stargazing."
99,10,81,Moderate,82.4,2.34,Take a walk,Enjoy a peaceful walk in the park.
86,22,66,Moderate,44.6,4.97,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
39,20,45,Good,55.4,0.79,Stargazing,"The air is clear, perfect for stargazing."
52,6,211,Very Unhealthy,19.4,7.3,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
79,5,393,Hazardous,78.8,17.79,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
24,14,73,Moderate,69.8,2.8,Have a picnic,The weather is great for an outdoor picnic.
64,14,22,Good,78.8,2.89,Have a picnic,The weather is great for an outdoor picnic.
45,2,393,Hazardous,44.6,6.78,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
24,21,161,Unhealthy,37.4,18.56,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,12,13,Good,75.2,4.96,Have a picnic,The weather is great for an outdoor picnic.
43,19,55,Moderate,78.8,0.64,Stargazing,"The air is clear, perfect for stargazing."
9,10,395,Hazardous,102.2,5.86,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
35,18,5,Good,59.0,4.82,Go for a jog,The weather is perfect for a run or jog.
85,10,7,Good,62.6,0.87,Take a walk,Enjoy a peaceful walk in the park.
14,12,36,Good,60.8,2.77,Have a picnic,The weather is great for an outdoor picnic.
72,12,37,Good,59.0,3.44,Have a picnic,The weather is great for an outdoor picnic.
27,13,383,Hazardous,39.2,15.38,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
57,9,0,Good,62.6,3.8,Go for a jog,The weather is perfect for a run or jog.
54,21,72,Moderate,80.6,1.2,Stargazing,"The air is clear, perfect for stargazing."
65,18,92,Moderate,82.4,1.42,Take a walk,Enjoy a peaceful walk in the park.
78,12,28,Good,78.8,19.62,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,9,55,Moderate,75.2,3.77,Go for a jog,The weather is perfect for a run or jog.
39,8,215,Very Unhealthy,41.0,12.48,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
57,1,163,Unhealthy,77.0,15.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
56,10,71,Moderate,53.6,1.77,Go for a jog,The weather is perfect for a run or jog.
77,8,26,Good,80.6,0.87,Take a walk,Enjoy a peaceful walk in the park.
86,10,35,Good,68.0,2.93,Take a walk,Enjoy a peaceful walk in the park.
58,17,421,Hazardous,53.6,10.47,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
81,8,128,Unhealthy for Sensitive Groups,51.8,7.85,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
21,10,42,Good,68.0,3.67,Go for a jog,The weather is perfect for a run or jog.
64,22,195,Unhealthy,53.6,11.89,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
79,12,12,Good,51.8,3.15,Have a picnic,The weather is great for an outdoor picnic.
36,9,35,Good,60.8,4.81,Go for a jog,The weather is perfect for a run or jog.
47,17,88,Moderate,64.4,2.45,Go for a jog,The weather is perfect for a run or jog.
86,18,470,Hazardous,44.6,5.73,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
96,2,407,Hazardous,96.8,1.06,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,10,64,Moderate,60.8,4.64,Go for a jog,The weather is perfect for a run or jog.
63,17,96,Moderate,59.0,2.18,Take a walk,Enjoy a peaceful walk in the park.
39,20,354,Hazardous,44.6,2.6,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,13,99,Moderate,73.4,2.56,Have a picnic,The weather is great for an outdoor picnic.
24,16,22,Good,75.2,4.09,Go for a jog,The weather is perfect for a run or jog.
84,5,112,Unhealthy for Sensitive Groups,23.0,18.06,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
66,8,33,Good,77.0,0.35,Take a walk,Enjoy a peaceful walk in the park.
51,18,34,Good,50.0,4.76,Go for a jog,The weather is perfect for a run or jog.
86,19,7,Good,78.8,0.14,Stargazing,"The air is clear, perfect for stargazing."
70,0,129,Unhealthy for Sensitive Groups,24.8,6.09,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
13,19,58,Moderate,77.0,4.37,Stargazing,"The air is clear, perfect for stargazing."
36,17,74,Moderate,78.8,0.26,Go for a jog,The weather is perfect for a run or jog.
90,8,323,Hazardous,41.0,2.79,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
65,21,76,Moderate,84.2,2.66,Stargazing,"The air is clear, perfect for stargazing."
21,14,84,Moderate,53.6,3.69,Have a picnic,The weather is great for an outdoor picnic.
46,17,404,Hazardous,80.6,1.01,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,13,84,Moderate,59.0,3.16,Have a picnic,The weather is great for an outdoor picnic.
92,5,269,Very Unhealthy,91.4,1.45,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
10,9,28,Good,75.2,1.3,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
92,8,177,Unhealthy,87.8,15.03,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
91,16,91,Moderate,82.4,2.17,Take a walk,Enjoy a peaceful walk in the park.
80,0,22,Good,100.4,12.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
92,11,189,Unhealthy,55.4,8.35,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,20,468,Hazardous,89.6,2.09,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
28,21,67,Moderate,84.2,8.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
17,17,436,Hazardous,102.2,3.05,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
97,10,22,Good,57.2,3.26,Take a walk,Enjoy a peaceful walk in the park.
14,6,310,Hazardous,24.8,17.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
28,20,48,Good,87.8,14.84,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
29,1,438,Hazardous,55.4,18.95,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
95,19,20,Good,84.2,3.56,Stargazing,"The air is clear, perfect for stargazing."
45,19,28,Good,69.8,1.52,Stargazing,"The air is clear, perfect for stargazing."
39,12,9,Good,55.4,2.03,Have a picnic,The weather is great for an outdoor picnic.
43,9,26,Good,60.8,2.43,Go for a jog,The weather is perfect for a run or jog.
22,16,80,Moderate,75.2,1.79,Go for a jog,The weather is perfect for a run or jog.
96,10,2,Good,71.6,0.52,Take a walk,Enjoy a peaceful walk in the park.
76,12,11,Good,24.8,6.62,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
77,13,75,Moderate,77.0,3.6,Have a picnic,The weather is great for an outdoor picnic.
37,18,93,Moderate,82.4,1.62,Go for a jog,The weather is perfect for a run or jog.
17,23,391,Hazardous,33.8,2.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
65,16,85,Moderate,73.4,4.44,Take a walk,Enjoy a peaceful walk in the park.
81,10,83,Moderate,66.2,3.57,Take a walk,Enjoy a peaceful walk in the park.
74,6,266,Very Unhealthy,32.0,16.16,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
19,18,19,Good,69.8,3.0,Go for a jog,The weather is perfect for a run or jog.
52,8,55,Moderate,60.8,0.89,Go for a jog,The weather is perfect for a run or jog.
19,18,83,Moderate,62.6,4.15,Go for a jog,The weather is perfect for a run or jog.
70,19,3,Good,50.0,2.1,Stargazing,"The air is clear, perfect for stargazing."
15,13,93,Moderate,68.0,3.47,Have a picnic,The weather is great for an outdoor picnic.
65,14,273,Very Unhealthy,80.6,15.87,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
70,3,122,Unhealthy for Sensitive Groups,77.0,16.08,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
31,21,60,Moderate,50.0,1.58,Stargazing,"The air is clear, perfect for stargazing."
75,12,118,Unhealthy for Sensitive Groups,41.0,6.01,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
68,18,256,Very Unhealthy,41.0,3.81,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
59,2,82,Moderate,14.0,8.84,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
18,9,280,Very Unhealthy,33.8,5.23,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
18,10,53,Moderate,64.4,2.14,Go for a jog,The weather is perfect for a run or jog.
87,14,72,Moderate,80.6,2.42,Have a picnic,The weather is great for an outdoor picnic.
25,15,317,Hazardous,62.6,17.99,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
21,7,212,Very Unhealthy,44.6,3.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
8,22,123,Unhealthy for Sensitive Groups,44.6,2.41,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
48,13,63,Moderate,66.2,2.72,Have a picnic,The weather is great for an outdoor picnic.
10,1,125,Unhealthy for Sensitive Groups,68.0,15.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
76,18,51,Moderate,14.0,8.13,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
68,22,53,Moderate,26.6,15.62,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
14,20,24,Good,41.0,7.45,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
24,22,178,Unhealthy,84.2,19.14,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
25,19,55,Moderate,82.4,0.54,Stargazing,"The air is clear, perfect for stargazing."
11,23,23,Good,89.6,1.82,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
